Order,Material,REL Date,FO Due Date,CNF Date,DLV Date,Quantity of goods received,Ord.quantity
FO6990426,PN 68603,2022-07-20,2022-07-22,2022-07-21,2022-07-21,25,
FO6990427,PN 67946,2022-07-20,2022-07-22,2022-07-21,2022-07-21,25,
FO6990430,PN 67731,2022-07-20,2022-07-22,2022-07-21,2022-07-21,50,
FO6990437,PN 64216,2022-07-20,2022-07-25,2022-07-22,2022-07-22,50,
FO6997922,PN 66427,2022-07-21,2022-07-22,2022-07-22,2022-07-22,15,15
FO6997927,PN 64487,2022-07-21,2022-07-25,2022-07-21,2022-07-21,15,
FO6997925,PN 65649,2022-07-21,2022-07-22,2022-07-22,2022-07-22,5,5
FO6997926,PN 66065,2022-07-21,2022-07-22,2022-07-21,2022-07-21,5,
FO6997929,PN 66966,2022-07-21,2022-07-22,2022-07-21,2022-07-21,1,
FO6997972,PN 68423,2022-07-21,2022-07-26,2022-07-22,2022-07-22,1,
FO6997942,PN 64224,2022-07-21,2022-07-26,2022-07-22,2022-07-22,2,
FO6997960,PN 65480,2022-07-21,2022-07-22,2022-07-22,2022-07-22,10,5
FO6997969,PN 68482,2022-07-21,2022-07-22,2022-07-21,2022-07-21,10,
FO6997967,PN 64997,2022-07-21,2022-07-22,2022-07-22,2022-07-22,50,10
FO6997966,PN 64966,2022-07-21,2022-07-25,2022-07-21,2022-07-21,50,
FO6997943,PN 68334,2022-07-21,2022-07-22,2022-07-22,2022-07-22,1,1
FO6997956,PN 67720,2022-07-21,2022-07-26,2022-07-22,2022-07-22,50,
FO6997957,PN 64216,2022-07-21,2022-07-25,2022-07-22,2022-07-22,50,
FO6997952,PN 67539,2022-07-21,2022-07-25,2022-07-22,2022-07-22,50,
FO6997959,PN 66511,2022-07-21,2022-07-25,2022-07-22,2022-07-22,50,
FO6997965,PN 67720,2022-07-21,2022-07-26,2022-07-22,2022-07-22,50,
FO6997950,PN 67449,2022-07-22,2022-07-25,2022-07-22,2022-07-22,30,
FO672500,PN 63414,2022-06-08,2022-07-29,2022-07-29,2022-07-29,1,
FO672622,PN 59587,2022-06-24,2022-06-30,2022-06-30,2022-07-27,74.4,
FO672679,PN 63243,2022-06-30,2022-07-28,2022-07-28,2022-07-28,25,
FO672795,PN 59587,2022-07-04,2022-07-26,2022-07-26,2022-07-27,24.8,
FO672779,PN 59587,2022-07-04,2022-07-26,2022-07-26,2022-07-27,35.4,
FO672742,PN 51843,2022-06-30,2022-07-21,2022-07-21,2022-07-27,86.8,
FO672777,PN 51843,2022-06-30,2022-07-26,2022-07-26,2022-07-27,77.4,
FO672225,PN 63449,2022-07-12,2022-07-26,2022-07-26,2022-07-26,2,
FO672226,PN 63567,2022-07-12,2022-07-26,2022-07-26,2022-07-26,3,
FO672272,PN 63647,2022-07-18,2022-07-28,2022-07-28,2022-07-28,2,
FO672955,PN 62739,2022-07-22,2022-07-25,2022-07-25,2022-07-25,1,
FO672797,PN 62793,2022-07-21,2022-07-26,2022-07-26,2022-07-27,1,
FO677009,PN 63027,2022-07-20,2022-07-28,2022-07-28,2022-07-28,28,
FO677065,PN 62953,2022-07-22,2022-07-25,2022-07-25,2022-07-26,1,
FO677062,PN 69803,2022-07-28,2022-07-29,2022-07-29,2022-07-29,58,
FO700562,PN 59858,2022-07-25,2022-07-25,2022-07-25,2022-07-25,"56,869.00",1
FO700567,PN 59780,2022-07-27,2022-07-27,2022-07-27,2022-07-27,"6,351.00",1
FO6900650,PN 61944,2022-06-21,2022-07-28,,2022-07-27,25,86
FO6900652,PN 61521,2022-06-21,2022-07-27,2022-07-27,2022-07-27,77,77
FO6900656,PN 61576,2022-06-21,2022-07-27,,2022-07-27,43,77
FO6900655,PN 61704,2022-06-21,2022-07-27,2022-07-27,2022-07-27,50,50
FO6900657,PN 61873,2022-06-21,2022-07-27,2022-07-27,2022-07-27,24,24
FO6900527,PN 61248,2022-06-21,2022-07-28,,2022-07-27,58,103
FO6907090,PN 62982,2022-06-28,2022-07-27,2022-07-27,2022-07-27,1,1
FO6906772,PN 63087,2022-06-30,2022-07-27,2022-07-27,2022-07-27,4,4
FO6906656,PN 53965,2022-06-30,2022-07-27,2022-07-27,2022-07-28,37,
FO6905700,PN 56030,2022-07-04,2022-07-25,2022-07-25,2022-07-26,43,60
FO6905602,PN 63087,2022-07-04,2022-07-28,2022-07-28,2022-07-28,4,4
FO6906062,PN 69931,2022-07-06,2022-07-13,2022-07-13,2022-07-25,1,1
FO6906025,PN 62637,2022-07-06,2022-07-27,2022-07-27,2022-07-27,1,1
FO6906950,PN 69931,2022-07-06,2022-07-14,2022-07-14,2022-07-27,1,1
FO6906955,PN 62996,2022-07-06,2022-07-26,2022-07-26,2022-07-26,1,1
FO6904243,PN 57112,2022-07-11,2022-07-25,2022-07-25,2022-07-25,3,3
FO6904277,PN 54186,2022-07-11,2022-07-26,2022-07-26,2022-07-26,3,5
FO6904272,PN 59582,2022-07-11,2022-07-25,2022-07-25,2022-07-25,5,5
FO6904220,PN 51359,2022-07-11,2022-07-27,2022-07-27,2022-07-27,1,1
FO6904229,PN 51359,2022-07-11,2022-07-29,2022-07-29,2022-07-29,1,1
FO6904302,PN 52840,2022-07-11,2022-07-26,2022-07-26,2022-07-26,7,15
FO6904307,PN 53899,2022-07-11,2022-07-29,2022-07-28,2022-07-28,10,10
FO6904367,PN 52415,2022-07-11,2022-07-29,2022-07-28,2022-07-28,100,
FO6904350,PN 53178,2022-07-11,2022-07-26,2022-07-26,2022-07-26,24,24
FO6902272,PN 56025,2022-07-13,2022-07-22,2022-07-22,2022-07-25,9,10
FO6902605,PN 56141,2022-07-13,2022-07-27,2022-07-26,2022-07-26,96,96
FO6902606,PN 56141,2022-07-13,2022-07-26,2022-07-25,2022-07-25,96,96
FO6902270,PN 59822,2022-07-14,2022-07-28,2022-07-28,2022-07-28,17,18
FO6902242,PN 63131,2022-07-14,2022-07-29,2022-07-29,2022-07-29,4,4
FO6902260,PN 62573,2022-07-14,2022-07-28,2022-07-28,2022-07-28,1,1
FO6902252,PN 63150,2022-07-14,2022-07-27,2022-07-27,2022-07-27,15,15
FO6909967,PN 61378,2022-07-14,2022-07-29,2022-07-29,2022-07-29,8,8
FO6990959,PN 57662,2022-07-19,2022-07-28,2022-07-28,2022-07-29,10,10
FO6990952,PN 53351,2022-07-19,2022-07-25,2022-07-25,2022-07-25,2,2
FO6990956,PN 58068,2022-07-19,2022-07-27,,2022-07-27,19,20
FO6990955,PN 59756,2022-07-19,2022-07-27,2022-07-27,2022-07-27,1,1
FO6990957,PN 60140,2022-07-19,2022-07-28,2022-07-27,2022-07-28,1,1
FO6990967,PN 61605,2022-07-19,2022-07-27,2022-07-26,2022-07-26,95,100
FO6990200,PN 57669,2022-07-19,2022-07-27,2022-07-27,2022-07-28,20,20
FO6990207,PN 53828,2022-07-19,2022-07-26,2022-07-26,2022-07-27,36,40
FO6990206,PN 52854,2022-07-19,2022-07-28,2022-07-28,2022-07-28,3,8
FO6990205,PN 57451,2022-07-19,2022-07-22,2022-07-22,2022-07-25,11,30
FO6990290,PN 59561,2022-07-19,2022-07-26,2022-07-26,2022-07-26,31,30
FO6990299,PN 52655,2022-07-19,2022-07-25,2022-07-25,2022-07-25,19,20
FO6990296,PN 51546,2022-07-19,2022-07-26,2022-07-26,2022-07-26,7,10
FO6990260,PN 66205,2022-07-19,2022-07-28,2022-07-28,2022-07-28,50,50
FO6990252,PN 59466,2022-07-19,2022-07-27,2022-07-27,2022-07-27,20,20
FO6990259,PN 61316,2022-07-19,2022-07-22,2022-07-22,2022-07-25,399,400
FO6990295,PN 54468,2022-07-19,2022-07-28,2022-07-28,2022-07-28,10,10
FO6990722,PN 54545,2022-07-19,2022-07-26,2022-07-26,2022-07-27,96,96
FO6990743,PN 56986,2022-07-19,2022-07-28,2022-07-28,2022-07-28,10,10
FO6990777,PN 59003,2022-07-19,2022-07-27,2022-07-27,2022-07-28,14,15
FO6990522,PN 61205,2022-07-20,2022-07-26,2022-07-26,2022-07-26,397,400
FO6990543,PN 61776,2022-07-20,2022-07-27,2022-07-27,2022-07-27,100,100
FO6990572,PN 53501,2022-07-20,2022-07-28,2022-07-28,2022-07-28,20,20
FO6990620,PN 56328,2022-07-20,2022-07-28,2022-07-28,2022-07-28,2,2
FO6990643,PN 69508,2022-07-20,2022-07-27,2022-07-27,2022-07-27,10,1
FO6990660,PN 51840,2022-07-20,2022-07-25,2022-07-25,2022-07-25,18,15
FO6990669,PN 54751,2022-07-20,2022-07-25,2022-07-25,2022-07-25,9,9
FO6990667,PN 62927,2022-07-20,2022-07-28,2022-07-28,2022-07-28,1,1
FO6990779,PN 66071,2022-07-20,2022-07-27,2022-07-27,2022-07-27,50,50
FO6990962,PN 51837,2022-07-20,2022-07-25,2022-07-25,2022-07-25,8,8
FO6999062,PN 56468,2022-07-20,2022-07-27,2022-07-27,2022-07-27,32,32
FO6999999,PN 59207,2022-07-21,2022-07-28,2022-07-28,2022-07-28,96,96
FO6999979,PN 51975,2022-07-21,2022-07-28,2022-07-28,2022-07-28,96,96
FO6999996,PN 60555,2022-07-21,2022-07-26,2022-07-26,2022-07-26,96,96
FO6999995,PN 60555,2022-07-21,2022-07-26,2022-07-26,2022-07-26,96,96
FO6999796,PN 70286,2022-07-21,2022-07-25,2022-07-25,2022-07-25,1,
FO6999797,PN 70286,2022-07-21,2022-07-25,2022-07-25,2022-07-26,1,
FO6999799,PN 52335,2022-07-21,2022-07-26,2022-07-26,2022-07-26,10,10
FO6999792,PN 52741,2022-07-21,2022-07-27,2022-07-27,2022-07-27,3,3
FO6999795,PN 51690,2022-07-21,2022-07-27,2022-07-27,2022-07-28,2,2
FO6999990,PN 57620,2022-07-21,2022-07-27,2022-07-27,2022-07-28,1,1
FO6997979,PN 66430,2022-07-21,2022-07-25,2022-07-25,2022-07-25,1,1
FO6997977,PN 64214,2022-07-21,2022-07-25,2022-07-25,2022-07-25,4,4
FO6997962,PN 57320,2022-07-21,2022-07-25,2022-07-25,2022-07-26,96,96
FO6997970,PN 67240,2022-07-21,2022-07-25,2022-07-25,2022-07-25,2,1
FO6997920,PN 54969,2022-07-21,2022-07-29,2022-07-28,2022-07-28,8,10
FO6997990,PN 63661,2022-07-21,2022-07-25,2022-07-25,2022-07-25,20,20
FO6997999,PN 63661,2022-07-21,2022-07-26,2022-07-26,2022-07-26,20,20
FO6997909,PN 62287,2022-07-21,2022-07-25,2022-07-25,2022-07-25,15,15
FO6997955,PN 69532,2022-07-21,2022-07-26,2022-07-26,2022-07-26,50,50
FO6999569,PN 62036,2022-07-21,2022-07-27,2022-07-27,2022-07-27,294,300
FO6999565,PN 56290,2022-07-21,2022-07-27,2022-07-27,2022-07-27,11,15
FO6999659,PN 57451,2022-07-22,2022-07-27,2022-07-27,2022-07-28,27,30
FO6999620,PN 57158,2022-07-22,2022-07-27,2022-07-27,2022-07-28,2,2
FO6999629,PN 55921,2022-07-22,2022-07-27,2022-07-27,2022-07-27,3,2
FO6999627,PN 59278,2022-07-22,2022-07-27,2022-07-27,2022-07-28,2,2
FO6999626,PN 51592,2022-07-22,2022-07-28,2022-07-28,2022-07-28,2,2
FO6999622,PN 57649,2022-07-22,2022-07-26,2022-07-26,2022-07-26,12,12
FO6999696,PN 63067,2022-07-22,2022-07-28,2022-07-27,2022-07-27,15,15
FO6997900,PN 68405,2022-07-22,2022-07-26,2022-07-25,2022-07-25,2,
FO6997902,PN 63450,2022-07-22,2022-07-27,2022-07-27,2022-07-27,20,20
FO6997907,PN 63450,2022-07-22,2022-07-28,2022-07-28,2022-07-28,20,20
FO6997905,PN 63414,2022-07-22,2022-07-27,2022-07-27,2022-07-27,20,20
FO6997906,PN 63384,2022-07-22,2022-07-27,2022-07-27,2022-07-27,4,4
FO6997995,PN 67856,2022-07-22,2022-07-26,2022-07-25,2022-07-25,50,
FO6979042,PN 69902,2022-07-25,2022-07-27,2022-07-27,2022-07-27,5,5
FO6979067,PN 60018,2022-07-25,2022-07-27,2022-07-27,2022-07-28,1,
FO6979059,PN 56846,2022-07-25,2022-07-27,2022-07-27,2022-07-28,1,1
FO6979057,PN 52615,2022-07-25,2022-07-27,2022-07-27,2022-07-28,1,1
FO6979055,PN 57194,2022-07-25,2022-07-27,2022-07-27,2022-07-28,2,2
FO6979052,PN 59059,2022-07-25,2022-07-28,2022-07-28,2022-07-28,10,10
FO6979062,PN 54545,2022-07-25,2022-07-28,2022-07-28,2022-07-28,95,96
FO6979072,PN 59840,2022-07-25,2022-07-29,2022-07-29,2022-07-29,10,10
FO6979043,PN 51756,2022-07-25,2022-07-29,2022-07-29,2022-07-29,4,5
FO6979029,PN 58280,2022-07-25,2022-07-28,2022-07-28,2022-07-28,20,20
FO6979022,PN 55724,2022-07-25,2022-07-28,2022-07-28,2022-07-28,64,64
FO6979027,PN 52253,2022-07-25,2022-07-29,2022-07-29,2022-07-29,96,96
FO6979906,PN 63026,2022-07-25,2022-07-27,2022-07-27,2022-07-27,1,1
FO6979907,PN 62902,2022-07-25,2022-08-02,2022-07-29,2022-07-29,15,15
FO6979960,PN 67669,2022-07-25,2022-07-26,2022-07-26,2022-07-26,30,30
FO6979969,PN 66929,2022-07-25,2022-07-28,2022-07-26,2022-07-26,30,
FO6979967,PN 67669,2022-07-25,2022-07-26,2022-07-26,2022-07-26,30,30
FO6979966,PN 66929,2022-07-25,2022-07-28,2022-07-26,2022-07-26,30,
FO6979962,PN 65477,2022-07-25,2022-07-26,2022-07-25,2022-07-25,25,
FO6979950,PN 64323,2022-07-25,2022-07-26,2022-07-26,2022-07-26,10,5
FO6979959,PN 68660,2022-07-25,2022-07-27,2022-07-26,2022-07-26,10,
FO6979956,PN 64487,2022-07-25,2022-07-28,2022-07-26,2022-07-26,15,
FO6979957,PN 66723,2022-07-25,2022-07-26,2022-07-25,2022-07-25,30,
FO6979797,PN 51951,2022-07-25,2022-07-28,2022-07-28,2022-07-28,20,
FO6979792,PN 64856,2022-07-25,2022-07-26,2022-07-26,2022-07-26,100,100
FO6979999,PN 64342,2022-07-25,2022-07-27,2022-07-26,2022-07-26,30,
FO6979220,PN 64216,2022-07-25,2022-07-27,2022-07-26,2022-07-26,50,
FO6979229,PN 67539,2022-07-25,2022-07-27,2022-07-26,2022-07-26,50,
FO6979222,PN 66511,2022-07-25,2022-07-27,2022-07-26,2022-07-26,50,
FO6979225,PN 67856,2022-07-25,2022-07-28,2022-07-27,2022-07-27,50,
FO6979279,PN 65923,2022-07-25,2022-07-27,2022-07-26,2022-07-26,50,
FO6979243,PN 68978,2022-07-25,2022-07-29,2022-07-27,2022-07-27,50,
FO6979260,PN 67720,2022-07-25,2022-07-28,2022-07-26,2022-07-26,50,
FO6979269,PN 64216,2022-07-25,2022-07-28,2022-07-27,2022-07-27,50,
FO6979262,PN 67539,2022-07-25,2022-07-28,2022-07-27,2022-07-27,50,
FO6979267,PN 66511,2022-07-25,2022-07-28,2022-07-27,2022-07-27,50,
FO6979565,PN 57412,2022-07-26,2022-07-28,2022-07-28,2022-07-28,2,2
FO6979566,PN 59983,2022-07-26,2022-07-28,2022-07-28,2022-07-28,1,1
FO6979567,PN 54304,2022-07-26,2022-07-28,2022-07-28,2022-07-28,1,1
FO6979569,PN 52420,2022-07-26,2022-07-28,2022-07-28,2022-07-28,1,1
FO6979550,PN 51736,2022-07-26,2022-07-28,2022-07-28,2022-07-29,1,1
FO6979559,PN 55938,2022-07-26,2022-07-28,2022-07-28,2022-07-29,1,1
FO6979557,PN 55390,2022-07-26,2022-07-28,2022-07-27,2022-07-28,2,2
FO6979543,PN 63510,2022-07-26,2022-07-28,2022-07-28,2022-07-28,24,24
FO6979572,PN 69509,2022-07-26,2022-07-28,2022-07-27,2022-07-27,150,170
FO6979579,PN 69509,2022-07-26,2022-07-28,2022-07-27,2022-07-27,150,10
FO6979520,PN 59413,2022-07-26,2022-07-28,2022-07-28,2022-07-28,8,10
FO6979529,PN 55299,2022-07-26,2022-07-27,2022-07-27,2022-07-28,19,20
FO6979522,PN 52305,2022-07-26,2022-07-28,2022-07-28,2022-07-28,14,15
FO6979527,PN 57094,2022-07-26,2022-07-28,2022-07-28,2022-07-28,20,20
FO6979599,PN 54545,2022-07-26,2022-07-28,2022-07-28,2022-07-28,95,96
FO6979600,PN 54545,2022-07-26,2022-07-27,2022-07-27,2022-07-27,96,96
FO6979606,PN 55051,2022-07-26,2022-07-28,2022-07-28,2022-07-28,13,15
FO6979696,PN 54043,2022-07-26,2022-07-28,2022-07-28,2022-07-28,96,96
FO6979626,PN 59740,2022-07-26,2022-07-28,2022-07-28,2022-07-28,5,5
FO6979627,PN 69675,2022-07-26,2022-07-28,2022-07-28,2022-07-28,2,2
FO6979622,PN 65474,2022-07-26,2022-07-27,2022-07-27,2022-07-27,2,
FO6979629,PN 67049,2022-07-26,2022-07-28,2022-07-27,2022-07-27,2,
FO6979699,PN 65457,2022-07-26,2022-07-28,2022-07-28,2022-07-28,3,1
FO6979679,PN 68405,2022-07-26,2022-07-28,2022-07-27,2022-07-27,3,
FO6979695,PN 63806,2022-07-26,2022-07-28,2022-07-27,2022-07-27,3,
FO6979799,PN 64907,2022-07-26,2022-07-28,2022-07-27,2022-07-27,1,
FO6979430,PN 68582,2022-07-26,2022-07-28,2022-07-28,2022-07-28,10,1
FO6979439,PN 64213,2022-07-26,2022-07-27,2022-07-27,2022-07-27,10,
FO6979437,PN 69034,2022-07-26,2022-07-27,2022-07-27,2022-07-27,10,10
FO6979436,PN 66787,2022-07-26,2022-07-28,2022-07-27,2022-07-27,10,
FO6979420,PN 65076,2022-07-26,2022-07-28,2022-07-27,2022-07-27,25,
FO6979422,PN 66609,2022-07-26,2022-07-27,2022-07-27,2022-07-27,10,2
FO6979427,PN 64124,2022-07-26,2022-07-27,2022-07-27,2022-07-27,10,
FO6979425,PN 65977,2022-07-26,2022-07-27,2022-07-27,2022-07-27,5,5
FO6979426,PN 68287,2022-07-26,2022-07-28,2022-07-27,2022-07-27,5,
FO6979429,PN 67449,2022-07-26,2022-07-28,2022-07-27,2022-07-27,30,
FO6979226,PN 64188,2022-07-26,2022-07-28,2022-07-28,2022-07-28,5,
FO6979909,PN 66926,2022-07-26,2022-07-28,2022-07-28,2022-07-28,5,1
FO6979902,PN 66594,2022-07-26,2022-07-28,2022-07-27,2022-07-27,5,
FO6979905,PN 67351,2022-07-26,2022-07-28,2022-07-27,2022-07-27,30,
FO6979079,PN 63567,2022-07-27,2022-07-29,2022-07-29,2022-07-29,23,8
FO6979065,PN 57255,2022-07-27,2022-07-28,2022-07-28,2022-07-29,1,1
FO6979050,PN 54928,2022-07-27,2022-07-28,2022-07-28,2022-07-28,2,2
FO6979056,PN 53454,2022-07-27,2022-07-28,2022-07-28,2022-07-28,16,16
FO6979900,PN 51903,2022-07-27,2022-07-28,2022-07-28,2022-07-29,20,20
FO6979979,PN 59964,2022-07-27,2022-07-28,2022-07-28,2022-07-29,94,96
FO6979796,PN 54275,2022-07-27,2022-08-02,2022-07-29,2022-07-29,5,5
FO6979795,PN 68688,2022-07-27,2022-07-29,2022-07-28,2022-07-28,25,
FO6979206,PN 66929,2022-07-27,2022-08-02,2022-07-28,2022-07-28,50,
FO6979202,PN 66929,2022-07-27,2022-08-02,2022-07-28,2022-07-28,30,
FO6979299,PN 66929,2022-07-27,2022-08-03,2022-07-29,2022-07-29,50,
FO6979296,PN 64616,2022-07-27,2022-07-29,2022-07-29,2022-07-29,10,10
FO6979295,PN 68581,2022-07-27,2022-07-29,2022-07-28,2022-07-28,10,
FO6979227,PN 68632,2022-07-27,2022-07-29,2022-07-29,2022-07-29,30,15
FO6979290,PN 66010,2022-07-27,2022-08-02,2022-07-29,2022-07-29,10,
FO6979432,PN 67603,2022-07-27,2022-08-02,2022-07-29,2022-07-29,50,
FO6979435,PN 67603,2022-07-27,2022-08-02,2022-07-29,2022-07-29,50,
FO6979729,PN 65923,2022-07-27,2022-08-02,2022-07-29,2022-07-29,50,
FO6979660,PN 58053,2022-07-28,2022-07-29,2022-07-29,2022-07-29,1,
FO6979690,PN 63806,2022-07-28,2022-08-02,2022-07-29,2022-07-29,5,
FO6979707,PN 66820,2022-07-28,2022-07-29,2022-07-29,2022-07-29,15,15
FO6979702,PN 64711,2022-07-28,2022-08-02,2022-07-28,2022-07-28,15,
FO6979709,PN 65924,2022-07-28,2022-07-29,2022-07-28,2022-07-28,15,
FO6979790,PN 69143,2022-07-28,2022-07-29,2022-07-28,2022-07-28,15,
FO6979779,PN 65977,2022-07-28,2022-07-29,2022-07-29,2022-07-29,6,5
FO6979722,PN 68480,2022-07-28,2022-07-29,2022-07-28,2022-07-28,50,
FO6905420,PN 62322,2022-07-04,2022-08-04,2022-08-04,2022-08-04,15,15
FO6905425,PN 69864,2022-07-04,2022-07-12,2022-07-12,2022-08-03,1,1
FO6904226,PN 51359,2022-07-11,2022-08-02,2022-08-02,2022-08-02,1,1
FO6904225,PN 51359,2022-07-11,2022-08-03,2022-08-03,2022-08-03,1,1
FO6902425,PN 59274,2022-07-13,2022-08-02,2022-08-02,2022-08-02,26,28
FO6902265,PN 63013,2022-07-14,2022-08-04,2022-08-04,2022-08-04,4,4
FO6909096,PN 60344,2022-07-14,2022-08-05,2022-08-05,2022-08-06,95,96
FO6990096,PN 60946,2022-07-19,2022-08-02,2022-08-02,2022-08-02,20,20
FO6990079,PN 60763,2022-07-19,2022-08-02,2022-08-02,2022-08-02,20,20
FO6990529,PN 61652,2022-07-20,2022-08-04,2022-08-04,2022-08-04,200,200
FO6990600,PN 51359,2022-07-20,2022-08-04,2022-08-04,2022-08-04,1,1
FO6990607,PN 51359,2022-07-20,2022-08-05,2022-08-05,2022-08-05,1,1
FO6990670,PN 52971,2022-07-20,2022-08-02,2022-08-02,2022-08-02,14,14
FO6990665,PN 62637,2022-07-20,2022-08-03,2022-08-03,2022-08-03,1,1
FO6990666,PN 62927,2022-07-20,2022-08-03,2022-08-03,2022-08-03,1,1
FO6990662,PN 62637,2022-07-20,2022-08-05,2022-08-05,2022-08-05,1,1
FO6990429,PN 66444,2022-07-20,2022-08-04,2022-08-04,2022-08-04,50,25
FO6990250,PN 52961,2022-07-20,2022-08-02,2022-08-02,2022-08-03,60,61
FO6999060,PN 51788,2022-07-20,2022-08-04,2022-08-04,2022-08-04,10,10
FO6999069,PN 58607,2022-07-20,2022-08-05,2022-08-05,2022-08-05,5,10
FO6999066,PN 55759,2022-07-20,2022-08-02,2022-08-02,2022-08-02,30,32
FO6999067,PN 55597,2022-07-20,2022-08-05,2022-08-04,2022-08-04,54,60
FO6999052,PN 59696,2022-07-20,2022-08-02,2022-08-02,2022-08-03,47,50
FO6999600,PN 61406,2022-07-21,2022-08-04,2022-08-03,2022-08-03,19,20
FO6999655,PN 61245,2022-07-21,2022-08-03,2022-08-03,2022-08-03,100,100
FO6999562,PN 61149,2022-07-21,2022-08-04,2022-08-03,2022-08-03,99,100
FO6999567,PN 61605,2022-07-21,2022-08-08,,2022-08-06,85,100
FO6999625,PN 59458,2022-07-22,2022-08-02,2022-08-02,2022-08-02,4,5
FO6999695,PN 62623,2022-07-22,2022-08-03,2022-08-03,2022-08-03,1,1
FO6999679,PN 62637,2022-07-22,2022-08-05,2022-08-05,2022-08-05,1,1
FO6997996,PN 61136,2022-07-22,2022-07-29,2022-07-29,2022-08-02,581,600
FO6979077,PN 69781,2022-07-25,2022-08-04,2022-08-04,2022-08-04,3,3
FO6979069,PN 51606,2022-07-25,2022-08-02,2022-08-02,2022-08-02,5,5
FO6979066,PN 54681,2022-07-25,2022-08-02,2022-08-02,2022-08-02,16,16
FO6979070,PN 54778,2022-07-25,2022-08-02,2022-08-02,2022-08-03,95,96
FO6979020,PN 53600,2022-07-25,2022-08-02,2022-08-02,2022-08-03,19,20
FO6979026,PN 55604,2022-07-25,2022-08-04,2022-08-04,2022-08-04,93,96
FO6979025,PN 58918,2022-07-25,2022-07-29,2022-07-29,2022-08-02,96,96
FO6979200,PN 62564,2022-07-25,2022-08-04,2022-08-04,2022-08-04,1,1
FO6979667,PN 56120,2022-07-25,2022-08-03,2022-08-03,2022-08-03,1,1
FO6979507,PN 61567,2022-07-26,2022-08-08,2022-08-05,2022-08-05,23,50
FO6979502,PN 61178,2022-07-26,2022-08-08,2022-08-05,2022-08-05,120,120
FO6979509,PN 61316,2022-07-26,2022-08-05,2022-08-05,2022-08-05,388,400
FO6979562,PN 53218,2022-07-26,2022-08-02,2022-08-02,2022-08-02,1,1
FO6979552,PN 58304,2022-07-26,2022-08-02,2022-08-02,2022-08-02,1,1
FO6979556,PN 52687,2022-07-26,2022-08-02,2022-08-02,2022-08-02,1,1
FO6979555,PN 59465,2022-07-26,2022-08-02,2022-08-02,2022-08-02,1,
FO6979526,PN 59112,2022-07-26,2022-08-02,2022-08-02,2022-08-03,46,48
FO6979590,PN 58733,2022-07-26,2022-08-02,2022-08-02,2022-08-02,3,3
FO6979596,PN 55302,2022-07-26,2022-08-02,2022-08-02,2022-08-02,92,96
FO6979595,PN 51877,2022-07-26,2022-08-04,2022-08-04,2022-08-04,94,96
FO6979602,PN 54110,2022-07-26,2022-08-05,2022-08-05,2022-08-05,38,56
FO6979607,PN 58163,2022-07-26,2022-08-03,2022-08-03,2022-08-03,63,64
FO6979605,PN 54376,2022-07-26,2022-08-04,2022-08-03,2022-08-03,18,20
FO6979672,PN 70115,2022-07-26,2022-08-05,2022-08-05,2022-08-06,5,5
FO6979990,PN 53251,2022-07-27,2022-08-03,2022-08-03,2022-08-03,5,5
FO6979995,PN 53906,2022-07-27,2022-08-04,2022-08-04,2022-08-05,96,96
FO6979996,PN 60541,2022-07-27,2022-08-03,2022-08-03,2022-08-03,96,96
FO6979952,PN 53587,2022-07-27,2022-08-04,2022-08-04,2022-08-04,20,20
FO6979207,PN 67669,2022-07-27,2022-08-02,2022-08-02,2022-08-02,50,30
FO6979270,PN 68334,2022-07-27,2022-08-02,2022-08-02,2022-08-02,1,1
FO6979277,PN 66926,2022-07-27,2022-08-03,2022-08-03,2022-08-03,2,1
FO6979265,PN 60269,2022-07-27,2022-08-04,2022-08-04,2022-08-04,1,
FO6979720,PN 66305,2022-07-27,2022-08-05,2022-08-05,2022-08-05,50,50
FO6979726,PN 69712,2022-07-27,2022-08-03,2022-08-02,2022-08-02,50,
FO6979669,PN 59940,2022-07-28,2022-08-02,2022-08-02,2022-08-02,1,
FO6979662,PN 60297,2022-07-28,2022-08-04,2022-08-04,2022-08-04,1,1
FO6979666,PN 59650,2022-07-28,2022-08-04,2022-08-03,2022-08-03,1,1
FO6979665,PN 56961,2022-07-28,2022-08-02,2022-08-02,2022-08-02,1,1
FO6979650,PN 58258,2022-07-28,2022-08-03,2022-08-03,2022-08-03,2,2
FO6979659,PN 54828,2022-07-28,2022-08-03,2022-08-03,2022-08-03,10,10
FO6979652,PN 57725,2022-07-28,2022-08-04,2022-08-04,2022-08-04,9,10
FO6979657,PN 57660,2022-07-28,2022-08-03,2022-08-03,2022-08-03,5,5
FO6979677,PN 51722,2022-07-28,2022-08-03,2022-08-03,2022-08-03,96,96
FO6979643,PN 51722,2022-07-28,2022-08-03,2022-08-03,2022-08-03,96,96
FO6979642,PN 53868,2022-07-28,2022-08-03,2022-08-03,2022-08-04,95,96
FO6979727,PN 63510,2022-07-28,2022-08-03,2022-08-03,2022-08-03,24,6
FO6979209,PN 61588,2022-07-28,2022-08-09,,2022-08-05,357,700
FO6996099,PN 61347,2022-07-29,2022-08-05,2022-08-05,2022-08-06,196,193
FO6996079,PN 59940,2022-07-29,2022-08-04,2022-08-04,2022-08-04,1,1
FO6996060,PN 55352,2022-07-29,2022-08-04,2022-08-04,2022-08-05,1,1
