Part,ProcType,Business Area,Production Area,Planner,Buyer,Work Centre,Box Qty,SLoc,ABC *, Std Cost , Std HRS 
PN 67002,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 9.06 ,
PN 50684,Buy,BA 003,PROD 3002,,BYR 007,,,SL006,, 9.06 ,
PN 56465,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 9.06 , 6.032 
PN 56464,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,B, 9.06 , 2.882 
PN 67003,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 9.06 , 17.261 
PN 67004,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 9.06 , 12.509 
PN 61690,Buy,BA 001,PROD 1003,,BYR 009,,,SL008,, 9.05 ,
PN 60933,Make,BA 001,PROD 1002,MRP 001,,WC041,,SL006,NPI, 9.05 , 16.789 
PN 56466,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 9.05 , 8.176 
PN 67005,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 9.05 , 7.479 
PN 67006,Make,BA 002,PROD 2003,MRP 004,,WC003,,,, 9.05 , 17.776 
PN 56470,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 9.04 ,
PN 61691,Buy,BA 001,PROD 1003,,BYR 009,,,SL006,, 9.04 ,
PN 62831,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 9.04 ,
PN 62832,Buy,BA 002,PROD 2001,,BYR 007,,,SL008,, 9.04 ,
PN 50685,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 9.04 ,
PN 71058,Buy,,,,BYR 007,,,,, 9.04 ,
PN 56468,Make,BA 001,PROD 1001,MRP 002,,WC034,,SL009,A, 9.04 , 0.500 
PN 56469,Make,BA 001,PROD 1001,MRP 003,,WC027,,SL009,NPI, 9.04 , 11.122 
PN 56467,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 9.04 , 7.129 
PN 67007,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 9.04 , 13.851 
PN 56471,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 9.03 ,
PN 63545,Buy,BA 002,PROD 2002,,BYR 003,,,SL006,, 9.03 ,
PN 50686,Buy,BA 003,PROD 3002,,BYR 007,,,SL008,, 9.03 ,
PN 56474,Make,BA 001,PROD 1001,MRP 008,,WC037,,SL006,, 9.03 , 6.696 
PN 56472,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 9.03 , 7.655 
PN 67010,Buy,BA 002,PROD 2003,,BYR 001,,,SL006,, 9.02 ,
PN 61692,Make,BA 001,PROD 1003,MRP 006,,WC039,50,SL009,C, 9.02 , 10.951 
PN 56476,Make,BA 001,PROD 1001,MRP 002,,WC016,,SL009,C, 9.02 , 1.091 
PN 67011,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 9.02 , 7.959 
PN 67012,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 9.02 , 14.597 
PN 67009,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 9.02 , 14.642 
PN 60934,Buy,BA 001,PROD 1002,,BYR 005,,,SL008,, 9.01 ,
PN 50687,Buy,BA 003,PROD 3002,,BYR 006,,,SL006,, 9.01 ,
PN 50688,Buy,BA 003,PROD 3002,,BYR 006,,,SL006,, 9.01 ,
PN 71059,Buy,,,,BYR 007,,,,, 9.01 ,
PN 56481,Make,BA 001,PROD 1001,MRP 007,,WC034,,SL009,C, 9.01 , 19.622 
PN 56482,Make,BA 001,PROD 1001,MRP 009,,WC027,,SL009,, 9.01 , 6.430 
PN 56479,Make,BA 001,PROD 1001,MRP 004,,WC026,,SL009,C, 9.01 , 19.234 
PN 56478,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 9.01 , 5.951 
PN 56480,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 9.01 , 1.833 
PN 67013,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 9.01 , 18.416 
PN 67014,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 9.01 , 7.943 
PN 56490,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 9.00 ,
PN 62834,Buy,BA 002,PROD 2001,,BYR 006,,,SL006,, 9.00 ,
PN 50689,Buy,BA 003,PROD 3002,,BYR 002,,,SL008,, 9.00 ,
PN 56489,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 9.00 , 6.318 
PN 56488,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 9.00 , 10.257 
PN 67016,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 9.00 , 18.141 
PN 67015,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 9.00 , 8.982 
PN 67017,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 9.00 , 17.224 
PN 56495,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 8.99 ,
PN 56496,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 8.99 ,
PN 61693,Buy,BA 001,PROD 1003,,BYR 005,,,SL006,, 8.99 ,
PN 71060,Buy,,,,BYR 008,,,,, 8.99 ,
PN 61694,Make,BA 001,PROD 1003,MRP 004,,WC039,20,SL009,C, 8.99 , 6.933 
PN 56492,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 8.99 , 4.972 
PN 67022,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 8.99 , 19.836 
PN 67024,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 8.99 , 8.802 
PN 67020,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 8.99 , 9.789 
PN 67021,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 8.99 , 12.596 
PN 67023,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 8.99 , 12.027 
PN 56499,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 8.98 ,
PN 56500,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 8.98 ,
PN 62835,Buy,BA 002,PROD 2001,,BYR 007,,,SL008,, 8.98 ,
PN 50691,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 8.98 ,
PN 56497,Make,BA 001,PROD 1001,MRP 001,,WC035,,SL009,C, 8.98 , 19.893 
PN 56498,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 8.98 , 3.613 
PN 71061,Make,,,MRP 001,,WC013,,SL009,, 8.98 , 10.864 
PN 67026,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL008,, 8.98 , 15.150 
PN 67027,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL008,, 8.98 , 7.190 
PN 67025,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 8.98 , 10.284 
PN 56501,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 8.97 ,
PN 61695,Buy,BA 001,PROD 1003,,BYR 001,,,SL008,, 8.97 ,
PN 67028,Buy,BA 002,PROD 2003,,BYR 005,,,SL006,, 8.97 ,
PN 50692,Buy,BA 003,PROD 3002,,BYR 006,,,,, 8.97 ,
PN 61696,Make,BA 001,PROD 1003,MRP 004,,WC039,50,SL009,C, 8.97 , 5.319 
PN 56502,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 8.97 , 3.623 
PN 56503,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 8.97 , 0.201 
PN 67029,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 8.97 , 12.521 
PN 67030,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 8.97 , 8.413 
PN 63546,Make,BA 002,PROD 2002,MRP 003,,WC001,,SL009,, 8.97 , 10.195 
PN 56505,Buy,BA 001,PROD 1001,,BYR 002,,,SL009,, 8.96 ,
PN 56507,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 8.96 ,
PN 50693,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 8.96 ,
PN 60935,Make,BA 001,PROD 1002,MRP 007,,WC041,,SL009,C, 8.96 , 12.494 
PN 61697,Make,BA 001,PROD 1003,MRP 009,,WC039,50,SL009,A, 8.96 , 15.454 
PN 56506,Make,BA 001,PROD 1001,MRP 006,,WC016,,SL009,C, 8.96 , 10.689 
PN 67031,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 8.96 , 19.496 
PN 56514,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 8.95 ,
PN 56515,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 8.95 ,
PN 60936,Buy,BA 001,PROD 1002,,BYR 003,,,SL008,, 8.95 ,
PN 56511,Make,BA 001,PROD 1001,MRP 003,,WC023,,SL009,C, 8.95 , 14.510 
PN 56509,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 8.95 , 18.208 
PN 56510,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 8.95 , 3.962 
PN 56516,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 8.94 ,
PN 56519,Buy,BA 001,PROD 1001,,BYR 002,,,SL009,, 8.94 ,
PN 56529,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 8.94 ,
PN 67032,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 8.94 ,
PN 71064,Buy,,,,BYR 008,,,,, 8.94 ,
PN 56524,Make,BA 001,PROD 1001,MRP 003,,WC034,,SL009,C, 8.94 , 0.286 
PN 56517,Make,BA 001,PROD 1001,MRP 003,,WC018,,SL009,C, 8.94 , 17.454 
PN 56518,Make,BA 001,PROD 1001,MRP 007,,WC018,,SL009,C, 8.94 , 4.924 
PN 56523,Make,BA 001,PROD 1001,MRP 004,,WC018,,SL009,C, 8.94 , 1.433 
PN 56525,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 8.94 , 19.363 
PN 56526,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 8.94 , 13.232 
PN 56520,Make,BA 001,PROD 1001,MRP 002,,WC014,,SL009,A, 8.94 , 10.409 
PN 56521,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 8.94 , 2.677 
PN 56522,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,B, 8.94 , 12.306 
PN 67033,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL009,, 8.94 , 6.748 
PN 67034,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 8.94 , 14.560 
PN 67035,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 8.94 , 13.688 
PN 61699,Buy,BA 001,PROD 1003,,BYR 004,,,SL006,, 8.93 ,
PN 62837,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 8.93 ,
PN 50694,Buy,BA 003,PROD 3002,,BYR 004,,,,, 8.93 ,
PN 50695,Buy,BA 003,PROD 3002,,BYR 002,,,SL006,, 8.93 ,
PN 71065,Buy,,,,BYR 007,,,,, 8.93 ,
PN 61698,Make,BA 001,PROD 1003,MRP 002,,WC039,30,SL009,C, 8.93 , 19.982 
PN 61700,Make,BA 001,PROD 1003,MRP 009,,WC039,20,SL009,C, 8.93 , 18.465 
PN 56530,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 8.93 , 17.504 
PN 67037,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 8.93 , 8.443 
PN 67036,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 8.93 , 4.840 
PN 56532,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 8.92 ,
PN 56533,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 8.92 ,
PN 61701,Buy,BA 001,PROD 1003,,BYR 004,,,SL006,, 8.92 ,
PN 62838,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 8.92 ,
PN 70201,Buy,BA 002,PROD 2004,,BYR 005,,,SL008,, 8.92 ,
PN 60937,Make,BA 001,PROD 1002,MRP 004,,WC041,,SL009,A, 8.92 , 16.136 
PN 61702,Make,BA 001,PROD 1003,MRP 008,,WC039,50,SL009,C, 8.92 , 9.147 
PN 56534,Make,BA 001,PROD 1001,MRP 004,,WC024,,SL009,C, 8.92 , 12.081 
PN 56531,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 8.92 , 0.767 
PN 67040,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL008,, 8.92 , 8.618 
PN 67039,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 8.92 , 18.618 
PN 56535,Buy,BA 001,PROD 1001,,BYR 009,,,SL009,, 8.91 ,
PN 61703,Buy,BA 001,PROD 1003,,BYR 004,,,SL006,, 8.91 ,
PN 67041,Buy,BA 002,PROD 2003,,BYR 001,,,SL008,, 8.91 ,
PN 67045,Buy,BA 002,PROD 2003,,BYR 007,,,SL008,, 8.91 ,
PN 50696,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 8.91 ,
PN 56537,Make,BA 001,PROD 1001,MRP 006,,WC018,,SL009,C, 8.91 , 4.906 
PN 56536,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 8.91 , 14.644 
PN 67042,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 8.91 , 12.249 
PN 67043,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 8.91 , 4.135 
PN 67044,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 8.91 , 16.844 
PN 56539,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 8.90 ,
PN 56543,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 8.90 ,
PN 56544,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 8.90 ,
PN 62839,Buy,BA 002,PROD 2001,,BYR 002,,,,, 8.90 ,
PN 60938,Make,BA 001,PROD 1002,MRP 007,,WC041,,SL006,, 8.90 , 18.531 
PN 60939,Make,BA 001,PROD 1002,MRP 002,,WC041,,SL006,NPI, 8.90 , 8.761 
PN 56540,Make,BA 001,PROD 1001,MRP 002,,WC016,,SL009,C, 8.90 , 9.616 
PN 56541,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 8.90 , 14.837 
PN 67049,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 8.90 , 17.955 
PN 67046,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 8.90 , 17.902 
PN 67047,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 8.90 , 2.075 
PN 67048,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 8.90 , 5.921 
PN 61705,Buy,BA 001,PROD 1003,,BYR 002,,,SL006,, 8.89 ,
PN 51336,Buy,BA 003,PROD 3001,,BYR 006,,,SL008,, 8.89 ,
PN 71067,Buy,,,,BYR 006,,,,, 8.89 ,
PN 61704,Make,BA 001,PROD 1003,MRP 004,,WC039,,SL009,, 8.89 , 10.061 
PN 56546,Make,BA 001,PROD 1001,MRP 003,,WC036,,SL009,C, 8.89 , 19.133 
PN 67052,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 8.89 , 16.712 
PN 67051,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 8.89 , 3.590 
PN 67050,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 8.89 , 8.747 
PN 62840,Buy,BA 002,PROD 2001,,BYR 006,,,SL006,, 8.88 ,
PN 67054,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 8.88 ,
PN 67057,Buy,BA 002,PROD 2003,,BYR 003,,,SL006,, 8.88 ,
PN 70203,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 8.88 ,
PN 56547,Make,BA 001,PROD 1001,MRP 003,,WC035,,SL009,C, 8.88 , 10.126 
PN 56548,Make,BA 001,PROD 1001,MRP 001,,WC016,,SL009,A, 8.88 , 18.274 
PN 56549,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 8.88 , 10.851 
PN 67053,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 8.88 , 4.219 
PN 67055,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 8.88 , 15.872 
PN 67056,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 8.88 , 12.232 
PN 56551,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 8.87 ,
PN 70204,Buy,BA 002,PROD 2004,,BYR 007,,,SL008,, 8.87 ,
PN 50697,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 8.87 ,
PN 56552,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 8.87 , 8.763 
PN 56553,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,NPI, 8.87 , 8.923 
PN 67061,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 8.87 , 12.682 
PN 67060,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 8.87 , 6.033 
PN 67058,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 8.87 , 9.176 
PN 67059,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 8.87 , 4.368 
PN 56557,Buy,BA 001,PROD 1001,,BYR 003,,,SL009,, 8.86 ,
PN 56558,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 8.86 ,
PN 56559,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 8.86 ,
PN 70205,Buy,BA 002,PROD 2004,,BYR 008,,,SL008,, 8.86 ,
PN 56556,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 8.86 , 19.349 
PN 67062,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 8.86 , 0.232 
PN 56560,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 8.85 ,
PN 67065,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 8.85 ,
PN 70206,Buy,BA 002,PROD 2004,,BYR 004,,,SL008,, 8.85 ,
PN 61706,Make,BA 001,PROD 1003,MRP 006,,WC039,1,SL009,C, 8.85 , 7.926 
PN 62841,Make,BA 002,PROD 2001,MRP 009,,WC012,,SL009,, 8.85 , 2.052 
PN 62842,Make,BA 002,PROD 2001,MRP 004,,WC011,,SL009,, 8.85 , 13.376 
PN 67066,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 8.85 , 12.274 
PN 67063,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 8.85 , 15.355 
PN 56562,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 8.84 ,
PN 56563,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 8.84 ,
PN 60940,Buy,BA 001,PROD 1002,,BYR 008,,,SL008,, 8.84 ,
PN 50698,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 8.84 ,
PN 50699,Buy,BA 003,PROD 3002,,BYR 007,,,SL006,, 8.84 ,
PN 56561,Make,BA 001,PROD 1001,MRP 006,,WC026,,SL009,C, 8.84 , 15.802 
PN 67068,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 8.84 , 9.991 
PN 67069,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 8.84 , 5.271 
PN 56564,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 8.83 ,
PN 56565,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 8.83 ,
PN 67072,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 8.83 ,
PN 67070,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 8.83 , 7.892 
PN 67071,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 8.83 , 9.282 
PN 56571,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 8.82 ,
PN 56572,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 8.82 ,
PN 60941,Buy,BA 001,PROD 1002,,BYR 005,,,SL008,, 8.82 ,
PN 60942,Buy,BA 001,PROD 1002,,BYR 009,,,SL006,, 8.82 ,
PN 62843,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 8.82 ,
PN 62844,Buy,BA 002,PROD 2001,,BYR 009,,,SL008,, 8.82 ,
PN 70207,Buy,BA 002,PROD 2004,,BYR 002,,,SL008,, 8.82 ,
PN 51337,Buy,BA 003,PROD 3001,,BYR 002,,,SL006,, 8.82 ,
PN 50700,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 8.82 ,
PN 50701,Buy,BA 003,PROD 3002,,BYR 005,,,,, 8.82 ,
PN 71070,Buy,,,,BYR 002,,,,, 8.82 ,
PN 61707,Make,BA 001,PROD 1003,MRP 008,,WC039,30,SL009,C, 8.82 , 14.056 
PN 56569,Make,BA 001,PROD 1001,MRP 007,,WC026,,SL009,Obs, 8.82 , 15.904 
PN 56570,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,C, 8.82 , 4.754 
PN 67073,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 8.82 , 8.252 
PN 56575,Buy,BA 001,PROD 1001,,BYR 007,,,SL008,, 8.81 ,
PN 62845,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 8.81 ,
PN 63548,Buy,BA 002,PROD 2002,,BYR 004,,,SL006,, 8.81 ,
PN 50702,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 8.81 ,
PN 50703,Buy,BA 003,PROD 3002,,BYR 002,,,SL008,, 8.81 ,
PN 71071,Buy,,,,BYR 009,,,,, 8.81 ,
PN 56574,Make,BA 001,PROD 1001,MRP 003,,WC014,,SL009,A, 8.81 , 18.020 
PN 67075,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 8.81 , 10.398 
PN 67076,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 8.81 , 19.454 
PN 56576,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 8.80 ,
PN 51338,Buy,BA 003,PROD 3001,,BYR 005,,,SL008,, 8.80 ,
PN 50705,Buy,BA 003,PROD 3002,,BYR 007,,,SL008,, 8.80 ,
PN 50706,Buy,BA 003,PROD 3002,,BYR 006,,,SL006,, 8.80 ,
PN 61708,Make,BA 001,PROD 1003,MRP 005,,WC039,50,SL009,A, 8.80 , 4.823 
PN 56579,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 8.80 , 13.315 
PN 56582,Make,BA 001,PROD 1001,MRP 001,,WC017,,SL009,C, 8.80 , 6.809 
PN 56578,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 8.80 , 10.112 
PN 56580,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,NPI, 8.80 , 9.534 
PN 56581,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 8.80 , 8.415 
PN 62846,Make,BA 002,PROD 2001,MRP 005,,WC011,,SL009,, 8.80 , 4.104 
PN 67077,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 8.80 , 9.084 
PN 67078,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 8.80 , 8.904 
PN 67079,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 8.80 , 1.025 
PN 62847,Buy,BA 002,PROD 2001,,BYR 004,,,SL006,, 8.79 ,
PN 61709,Make,BA 001,PROD 1003,MRP 008,,WC039,50,SL009,A, 8.79 , 10.048 
PN 56583,Make,BA 001,PROD 1001,MRP 008,,WC032,,SL009,, 8.79 , 10.665 
PN 67083,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 8.79 , 12.589 
PN 67080,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 8.79 , 9.178 
PN 67081,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 8.79 , 4.795 
PN 67082,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 8.79 , 19.791 
PN 56587,Buy,BA 001,PROD 1001,,BYR 001,,,SL009,, 8.78 ,
PN 56589,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 8.78 ,
PN 56591,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 8.78 ,
PN 62848,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 8.78 ,
PN 56585,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 8.78 , 16.822 
PN 56586,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 8.78 , 19.185 
PN 56590,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 8.78 , 13.722 
PN 67084,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 8.78 , 15.724 
PN 67087,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 8.77 , 1.685 
PN 67085,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 8.77 , 14.586 
PN 67086,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 8.77 , 8.326 
PN 61710,Buy,BA 001,PROD 1003,,BYR 009,,,SL006,, 8.76 ,
PN 62849,Buy,BA 002,PROD 2001,,BYR 002,,,SL006,, 8.76 ,
PN 67091,Buy,BA 002,PROD 2003,,BYR 002,,,SL006,, 8.76 ,
PN 56593,Make,BA 001,PROD 1001,MRP 004,,WC021,,SL009,A, 8.76 , 2.892 
PN 56596,Make,BA 001,PROD 1001,MRP 005,,WC017,,SL009,C, 8.76 , 4.110 
PN 56592,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,C, 8.76 , 12.187 
PN 56594,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 8.76 , 12.110 
PN 56595,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,, 8.76 , 7.291 
PN 67090,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL006,, 8.76 , 9.201 
PN 67088,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 8.76 , 3.427 
PN 67089,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 8.76 , 19.793 
PN 56601,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 8.75 ,
PN 63549,Buy,BA 002,PROD 2002,,BYR 001,,,SL006,, 8.75 ,
PN 56599,Make,BA 001,PROD 1001,MRP 005,,WC034,,SL009,C, 8.75 , 3.074 
PN 56598,Make,BA 001,PROD 1001,MRP 005,,WC027,,SL009,C, 8.75 , 19.559 
PN 56602,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 8.75 , 19.870 
PN 67093,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 8.75 , 13.051 
PN 67095,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 8.75 , 6.564 
PN 67096,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 8.75 , 12.565 
PN 61712,Buy,BA 001,PROD 1003,,BYR 004,,,SL008,, 8.74 ,
PN 63550,Buy,BA 002,PROD 2002,,BYR 003,,,SL006,, 8.74 ,
PN 50708,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 8.74 ,
PN 50709,Buy,BA 003,PROD 3002,,BYR 006,,,,, 8.74 ,
PN 50710,Buy,BA 003,PROD 3002,,BYR 001,,,SL008,, 8.74 ,
PN 61711,Make,BA 001,PROD 1003,MRP 003,,WC039,,,C, 8.74 , 14.560 
PN 56604,Make,BA 001,PROD 1001,MRP 009,,WC035,,SL009,C, 8.74 , 7.276 
PN 56603,Make,BA 001,PROD 1001,MRP 007,,WC016,,SL009,C, 8.74 , 2.741 
PN 56606,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 8.74 , 14.983 
PN 56607,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 8.74 , 11.409 
